"id","user_id","user_type","balance","total_expense","total_recharge","freeze_price","creator","create_time","updater","update_time","deleted","tenant_id"
"2070358819576082433","2070358819345395713","2","0","0","0","0","2059530252043583489","26/6/2026 12:09:43","2059530252043583489","26/6/2026 12:09:43","0","1"
"2070390206886703106","2070390203686449154","2","0","0","0","0","2059530252043583489","26/6/2026 14:14:26","2059530252043583489","26/6/2026 14:14:26","0","1"
"2070391914996035586","2070391914677268482","2","0","0","0","0","2059530252043583489","26/6/2026 14:21:13","2059530252043583489","26/6/2026 14:21:13","0","1"
"2070479225893023745","2070479225804943362","1","0","0","0","0",,"26/6/2026 20:08:10",,"26/6/2026 20:08:10","0","1"
"2070489706766659586","2070489706691162114","1","0","0","0","0",,"26/6/2026 20:49:49",,"26/6/2026 20:49:49","0","1"
"2070689302335844353","2070689298519027713","1","70","0","70","0",,"27/6/2026 10:02:56",,"27/6/2026 11:53:59","0","1"
"2071237841212375042","2071237839772717058","1","11900","0","0","0",,"28/6/2026 22:22:38",,"30/6/2026 18:59:34","0","1"
"2071402458137882626","2071402456900562945","1","999999","1","0","0",,"29/6/2026 09:16:45",,"11/7/2026 14:06:58","0","1"
"2071405606676066305","2071405605593935874","1","973980","26020","0","0",,"29/6/2026 09:29:16",,"3/7/2026 16:16:23","0","1"
"2071405836515536897","2071405835714424834","1","610","0","610","0",,"29/6/2026 09:30:11",,"30/6/2026 17:46:38","0","1"
"2071414794810683394","2071414793674027010","1","30","0","0","0",,"29/6/2026 10:05:47",,"11/7/2026 14:19:58","0","1"
"2071418044976852993","2071418043802406914","1","1335560","1600","513340","0",,"29/6/2026 10:18:42",,"10/7/2026 15:56:43","0","1"
"2071418152451698689","2071418151776374786","1","1783132","2200","1384332","0",,"29/6/2026 10:19:07",,"11/7/2026 14:43:22","0","1"
"2071481532768186370","2071481532445184002","1","0","0","0","0",,"29/6/2026 14:30:58",,"29/6/2026 14:30:58","0","1"
"2071780917305536514","2071405835714424800","1","0","0","0","0","-1","30/6/2026 10:20:37","-1","30/6/2026 10:20:37","0","1"
"2071783376144953345","2071418043802407000","1","0","0","0","0","-1","30/6/2026 10:30:23","-1","30/6/2026 10:30:23","0","1"
"2071783467207487490","2071418151776374800","1","0","0","0","0","-1","30/6/2026 10:30:45","-1","30/6/2026 10:30:45","0","1"
"2071873076939583489","2071873076406906881","1","0","0","0","0",,"30/6/2026 16:26:50",,"30/6/2026 16:26:50","0","1"
"2071873077937827842","2071873077749084162","1","0","0","0","0",,"30/6/2026 16:26:50",,"30/6/2026 16:26:50","0","1"
"2071873124628819970","2071873124469436417","1","0","0","0","0",,"30/6/2026 16:27:01",,"30/6/2026 16:27:01","0","1"
"2071873458658996225","2071873458482835457","1","0","0","0","0",,"30/6/2026 16:28:21",,"30/6/2026 16:28:21","0","1"
"2071873535825801218","2071873535632863233","1","0","0","0","0",,"30/6/2026 16:28:39",,"30/6/2026 16:28:39","0","1"
"2071873615144284161","2071873614968123394","1","0","0","0","0",,"30/6/2026 16:28:58",,"30/6/2026 16:28:58","0","1"
"2071873715853717505","2071873715685945346","1","0","0","0","0",,"30/6/2026 16:29:22",,"30/6/2026 16:29:22","0","1"
"2071873780840263681","2071873780680880129","1","0","0","0","0",,"30/6/2026 16:29:38",,"30/6/2026 16:29:38","0","1"
"2071874446212067329","2071874446014935042","1","0","0","0","0",,"30/6/2026 16:32:16",,"30/6/2026 16:32:16","0","1"
"2071874652781539330","2071874652613767170","1","0","0","0","0",,"30/6/2026 16:33:05",,"30/6/2026 16:33:05","0","1"
"2071874729243701249","2071874729071734785","1","0","0","0","0",,"30/6/2026 16:33:24",,"30/6/2026 16:33:24","0","1"
"2071874798521020417","2071874798378414081","1","0","0","0","0",,"30/6/2026 16:33:40",,"30/6/2026 16:33:40","0","1"
"2071874906100723713","2071874905895202818","1","0","0","0","0",,"30/6/2026 16:34:06",,"30/6/2026 16:34:06","0","1"
"2071875287966937089","2071875287811747842","1","0","0","0","0",,"30/6/2026 16:35:37",,"30/6/2026 16:35:37","0","1"
"2071875473204178945","2071875472990269442","1","0","0","0","0",,"30/6/2026 16:36:21",,"30/6/2026 16:36:21","0","1"
"2071875515906387969","2071875515755393026","1","0","0","0","0",,"30/6/2026 16:36:31",,"30/6/2026 16:36:31","0","1"
"2071875834010791937","2071875833817853954","1","0","0","0","0",,"30/6/2026 16:37:47",,"30/6/2026 16:37:47","0","1"
"2071875836229578753","2071875836099555329","1","0","0","0","0",,"30/6/2026 16:37:48",,"30/6/2026 16:37:48","0","1"
"2071877003990921218","2071877003797983234","1","0","0","0","0",,"30/6/2026 16:42:26",,"30/6/2026 16:42:26","0","1"
"2071877120122810370","2071877119950843905","1","0","0","0","0",,"30/6/2026 16:42:54",,"30/6/2026 16:42:54","0","1"
"2071877139638906881","2071877139508883457","1","0","0","0","0",,"30/6/2026 16:42:58",,"30/6/2026 16:42:58","0","1"
"2071877161768054786","2071877161558339586","1","0","0","0","0",,"30/6/2026 16:43:04",,"30/6/2026 16:43:04","0","1"
"2071877191669248002","2071877191396618241","1","0","0","0","0",,"30/6/2026 16:43:11",,"30/6/2026 16:43:11","0","1"
"2071877234480508929","2071877234346291202","1","0","0","0","0",,"30/6/2026 16:43:21",,"30/6/2026 16:43:21","0","1"
"2071877336968327170","2071877336783777793","1","0","0","0","0",,"30/6/2026 16:43:45",,"30/6/2026 16:43:45","0","1"
"2071877543487467521","2071877543349055489","1","0","0","0","0",,"30/6/2026 16:44:35",,"30/6/2026 16:44:35","0","1"
"2071877604845940737","2071877604711723010","1","0","0","0","0",,"30/6/2026 16:44:49",,"30/6/2026 16:44:49","0","1"
"2071877707174375426","2071877707048546306","1","0","0","0","0",,"30/6/2026 16:45:14",,"30/6/2026 16:45:14","0","1"
"2071877934732144642","2071877934585344002","1","0","0","0","0",,"30/6/2026 16:46:08",,"30/6/2026 16:46:08","0","1"
"2071877937940787202","2071877937806569473","1","0","0","0","0",,"30/6/2026 16:46:09",,"30/6/2026 16:46:09","0","1"
"2071878054215282690","2071878054072676353","1","0","0","0","0",,"30/6/2026 16:46:36",,"30/6/2026 16:46:36","0","1"
"2071878084363939842","2071878084204556289","1","0","0","0","0",,"30/6/2026 16:46:44",,"30/6/2026 16:46:44","0","1"
"2071878131918958593","2071878131751186434","1","0","0","0","0",,"30/6/2026 16:46:55",,"30/6/2026 16:46:55","0","1"
"2071878198130241537","2071878197975052290","1","0","0","0","0",,"30/6/2026 16:47:11",,"30/6/2026 16:47:11","0","1"
"2071878300546756609","2071878300391567361","1","0","0","0","0",,"30/6/2026 16:47:35",,"30/6/2026 16:47:35","0","1"
"2071878411012141058","2071878410856951810","1","0","0","0","0",,"30/6/2026 16:48:01",,"30/6/2026 16:48:01","0","1"
"2071878435540430850","2071878435406213122","1","0","0","0","0",,"30/6/2026 16:48:07",,"30/6/2026 16:48:07","0","1"
"2071878450207911938","2071878450014973953","1","0","0","0","0",,"30/6/2026 16:48:11",,"30/6/2026 16:48:11","0","1"
"2071878480599838722","2071878480457232386","1","0","0","0","0",,"30/6/2026 16:48:18",,"30/6/2026 16:48:18","0","1"
"2071878731926728705","2071878731788316673","1","0","0","0","0",,"30/6/2026 16:49:18",,"30/6/2026 16:49:18","0","1"
"2071878737098305538","2071878736964087809","1","0","0","0","0",,"30/6/2026 16:49:19",,"30/6/2026 16:49:19","0","1"
"2071878755708432385","2071878755578408961","1","0","0","0","0",,"30/6/2026 16:49:24",,"30/6/2026 16:49:24","0","1"
"2071878810683174913","2071878810544762881","1","0","0","0","0",,"30/6/2026 16:49:37",,"30/6/2026 16:49:37","0","1"
"2071878917419823105","2071878917289799682","1","0","0","0","0",,"30/6/2026 16:50:02",,"30/6/2026 16:50:02","0","1"
"2071878956787560449","2071878956661731329","1","0","0","0","0",,"30/6/2026 16:50:12",,"30/6/2026 16:50:12","0","1"
"2071879084432814082","2071879084306984962","1","0","0","0","0",,"30/6/2026 16:50:42",,"30/6/2026 16:50:42","0","1"
"2071879365174358017","2071879365023363074","1","0","0","0","0",,"30/6/2026 16:51:49",,"30/6/2026 16:51:49","0","1"
"2071879535186276353","2071879535052058626","1","0","0","0","0",,"30/6/2026 16:52:30",,"30/6/2026 16:52:30","0","1"
"2071879583664041986","2071879583534018562","1","0","0","0","0",,"30/6/2026 16:52:41",,"30/6/2026 16:52:41","0","1"
"2071879921292931073","2071879921150324737","1","0","0","0","0",,"30/6/2026 16:54:02",,"30/6/2026 16:54:02","0","1"
"2071880098581966850","2071880098447749122","1","0","0","0","0",,"30/6/2026 16:54:44",,"30/6/2026 16:54:44","0","1"
"2071880175031545858","2071880174884745217","1","0","0","0","0",,"30/6/2026 16:55:02",,"30/6/2026 16:55:02","0","1"
"2071880425817370625","2071880425657987074","1","0","0","0","0",,"30/6/2026 16:56:02",,"30/6/2026 16:56:02","0","1"
"2071880502963204098","2071880502774460418","1","0","0","0","0",,"30/6/2026 16:56:20",,"30/6/2026 16:56:20","0","1"
"2071880829884035074","2071880829762400258","1","0","0","0","0",,"30/6/2026 16:57:38",,"30/6/2026 16:57:38","0","1"
"2071880879364239362","2071880879230021634","1","0","0","0","0",,"30/6/2026 16:57:50",,"30/6/2026 16:57:50","0","1"
"2071881091482775554","2071881091352752129","1","0","0","0","0",,"30/6/2026 16:58:41",,"30/6/2026 16:58:41","0","1"
"2071881374879313921","2071881374732513282","1","0","0","0","0",,"30/6/2026 16:59:48",,"30/6/2026 16:59:48","0","1"
"2071881388896677890","2071881388770848769","1","0","0","0","0",,"30/6/2026 16:59:51",,"30/6/2026 16:59:51","0","1"
"2071881771664666626","2071881771538837505","1","0","0","0","0",,"30/6/2026 17:01:23",,"30/6/2026 17:01:23","0","1"
"2071881911129468930","2071881910991056898","1","0","0","0","0",,"30/6/2026 17:01:56",,"30/6/2026 17:01:56","0","1"
"2071882005610360833","2071882005480337409","1","0","0","0","0",,"30/6/2026 17:02:19",,"30/6/2026 17:02:19","0","1"
"2071882198896472066","2071882198762254338","1","0","0","0","0",,"30/6/2026 17:03:05",,"30/6/2026 17:03:05","0","1"
"2071882362289778690","2071882362155560961","1","0","0","0","0",,"30/6/2026 17:03:44",,"30/6/2026 17:03:44","0","1"
"2071882401036759041","2071882400910929922","1","0","0","0","0",,"30/6/2026 17:03:53",,"30/6/2026 17:03:53","0","1"
"2071882636941193217","2071882636819558402","1","0","0","0","0",,"30/6/2026 17:04:49",,"30/6/2026 17:04:49","0","1"
"2071882686173933570","2071882686022938626","1","0","0","0","0",,"30/6/2026 17:05:01",,"30/6/2026 17:05:01","0","1"
"2071882917024231425","2071882916894208001","1","0","0","0","0",,"30/6/2026 17:05:56",,"30/6/2026 17:05:56","0","1"
"2071883109324681218","2071883109177880577","1","0","0","0","0",,"30/6/2026 17:06:42",,"30/6/2026 17:06:42","0","1"
"2071883219957837826","2071883219114782721","1","0","0","0","0",,"30/6/2026 17:07:08",,"30/6/2026 17:07:08","0","1"
"2071883220519874561","2071883220377268226","1","0","0","0","0",,"30/6/2026 17:07:08",,"30/6/2026 17:07:08","0","1"
"2071883266841767938","2071883266007101441","1","0","0","0","0",,"30/6/2026 17:07:19",,"30/6/2026 17:07:19","0","1"
"2071883352896303105","2071883352317489154","1","0","0","0","0",,"30/6/2026 17:07:40",,"30/6/2026 17:07:40","0","1"
"2071883983644127233","2071883972134957057","1","0","0","0","0",,"30/6/2026 17:10:10",,"30/6/2026 17:10:10","0","1"
"2071884087386042369","2071884082491289602","1","0","0","0","0",,"30/6/2026 17:10:35",,"30/6/2026 17:10:35","0","1"
"2071884107539673089","2071884107363512321","1","0","0","0","0",,"30/6/2026 17:10:40",,"30/6/2026 17:10:40","0","1"
"2071884220697800705","2071884220546805761","1","0","0","0","0",,"30/6/2026 17:11:07",,"30/6/2026 17:11:07","0","1"
"2071884413228937217","2071884412016783362","1","0","0","0","0",,"30/6/2026 17:11:53",,"30/6/2026 17:11:53","0","1"
"2071884634830794753","2071884633165656066","1","0","0","0","0",,"30/6/2026 17:12:45",,"30/6/2026 17:12:45","0","1"
"2071884784840077314","2071884784458395649","1","0","0","0","0",,"30/6/2026 17:13:21",,"30/6/2026 17:13:21","0","1"
"2071884931493916673","2071884930566975489","1","0","0","0","0",,"30/6/2026 17:13:56",,"30/6/2026 17:13:56","0","1"
"2071884996836978690","2071884995985534977","1","0","0","0","0",,"30/6/2026 17:14:12",,"30/6/2026 17:14:12","0","1"
"2071884999378726913","2071884999252897794","1","0","0","0","0",,"30/6/2026 17:14:12",,"30/6/2026 17:14:12","0","1"
"2071885116865376258","2071885115212820482","1","0","0","0","0",,"30/6/2026 17:14:40",,"30/6/2026 17:14:40","0","1"
"2071885189053542402","2071885184678883330","1","0","0","0","0",,"30/6/2026 17:14:57",,"30/6/2026 17:14:57","0","1"
"2071885264639094785","2071885264475516930","1","0","0","0","0",,"30/6/2026 17:15:16",,"30/6/2026 17:15:16","0","1"
"2071885264869781505","2071885264630706177","1","0","0","0","0",,"30/6/2026 17:15:16",,"30/6/2026 17:15:16","0","1"
"2071885314370957314","2071885311262978050","1","0","0","0","0",,"30/6/2026 17:15:27",,"30/6/2026 17:15:27","0","1"
"2071885350928510978","2071885350781710337","1","0","0","0","0",,"30/6/2026 17:15:36",,"30/6/2026 17:15:36","0","1"
"2071885435364044801","2071885433988313090","1","0","0","0","0",,"30/6/2026 17:15:56",,"30/6/2026 17:15:56","0","1"
"2071885464627703809","2071885461981097986","1","0","0","0","0",,"30/6/2026 17:16:03",,"30/6/2026 17:16:03","0","1"
"2071885549176483841","2071885548064993282","1","0","0","0","0",,"30/6/2026 17:16:23",,"30/6/2026 17:16:23","0","1"
"2071885549939847169","2071885549805629441","1","0","0","0","0",,"30/6/2026 17:16:24",,"30/6/2026 17:16:24","0","1"
"2071885897723146241","2071885897584734209","1","0","0","0","0",,"30/6/2026 17:17:46",,"30/6/2026 17:17:46","0","1"
"2071885952328790018","2071885950776897538","1","0","0","0","0",,"30/6/2026 17:17:59",,"30/6/2026 17:17:59","0","1"
"2071886080875819009","2071886080754184194","1","0","0","0","0",,"30/6/2026 17:18:30",,"30/6/2026 17:18:30","0","1"
"2071886107547398145","2071886105492189185","1","0","0","0","0",,"30/6/2026 17:18:36",,"30/6/2026 17:18:36","0","1"
"2071886232051118082","2071886230583111681","1","0","0","0","0",,"30/6/2026 17:19:06",,"30/6/2026 17:19:06","0","1"
"2071886253513371650","2071886252338966529","1","0","0","0","0",,"30/6/2026 17:19:11",,"30/6/2026 17:19:11","0","1"
"2071886661820477441","2071886661585596417","1","0","0","0","0",,"30/6/2026 17:20:49",,"30/6/2026 17:20:49","0","1"
"2071886674155925505","2071886669865152513","1","0","0","0","0",,"30/6/2026 17:20:52",,"30/6/2026 17:20:52","0","1"
"2071886674701185026","2071886674562772993","1","0","0","0","0",,"30/6/2026 17:20:52",,"30/6/2026 17:20:52","0","1"
"2071886892633026562","2071886892452671490","1","0","0","0","0",,"30/6/2026 17:21:44",,"30/6/2026 17:21:44","0","1"
"2071887165640273921","2071887162796535810","1","0","0","0","0",,"30/6/2026 17:22:49",,"30/6/2026 17:22:49","0","1"
"2071887327162920961","2071887319894192129","1","0","0","0","0",,"30/6/2026 17:23:27",,"30/6/2026 17:23:27","0","1"
"2071887528749559809","2071887527247998978","1","0","0","0","0",,"30/6/2026 17:24:15",,"30/6/2026 17:24:15","0","1"
"2071887603924070402","2071887600694456321","1","0","0","0","0",,"30/6/2026 17:24:33",,"30/6/2026 17:24:33","0","1"
"2071887731997143041","2071887730688520193","1","0","0","0","0",,"30/6/2026 17:25:04",,"30/6/2026 17:25:04","0","1"
"2071888002206789633","2071888002080960514","1","0","0","0","0",,"30/6/2026 17:26:08",,"30/6/2026 17:26:08","0","1"
"2071888792929562625","2071888792778567681","1","0","0","0","0",,"30/6/2026 17:29:17",,"30/6/2026 17:29:17","0","1"
"2071888851217805314","2071888851096170497","1","0","0","0","0",,"30/6/2026 17:29:31",,"30/6/2026 17:29:31","0","1"
"2071889483643351042","2071889483500744706","1","0","0","0","0",,"30/6/2026 17:32:01",,"30/6/2026 17:32:01","0","1"
"2071889532196614145","2071889532016259073","1","0","0","0","0",,"30/6/2026 17:32:13",,"30/6/2026 17:32:13","0","1"
"2071889819577741314","2071889819447717889","1","0","0","0","0",,"30/6/2026 17:33:21",,"30/6/2026 17:33:21","0","1"
"2071889932261912578","2071889932131889153","1","0","0","0","0",,"30/6/2026 17:33:48",,"30/6/2026 17:33:48","0","1"
"2071890196117188609","2071890195978776578","1","0","0","0","0",,"30/6/2026 17:34:51",,"30/6/2026 17:34:51","0","1"
"2071890407304589313","2071890407170371586","1","0","0","0","0",,"30/6/2026 17:35:42",,"30/6/2026 17:35:42","0","1"
"2071890483850637314","2071890483733196801","1","0","0","0","0",,"30/6/2026 17:36:00",,"30/6/2026 17:36:00","0","1"
"2071890809735475202","2071890809458651138","1","0","0","0","0",,"30/6/2026 17:37:18",,"30/6/2026 17:37:18","0","1"
"2071890891427934210","2071890891251773442","1","0","0","0","0",,"30/6/2026 17:37:37",,"30/6/2026 17:37:37","0","1"
"2071890895819370498","2071890895706124290","1","0","0","0","0",,"30/6/2026 17:37:38",,"30/6/2026 17:37:38","0","1"
"2071891267749277698","2071891266851696641","1","0","0","0","0",,"30/6/2026 17:39:07",,"30/6/2026 17:39:07","0","1"
"2071891386729099266","2071891386443886594","1","0","0","0","0",,"30/6/2026 17:39:35",,"30/6/2026 17:39:35","0","1"
"2071891422636535810","2071891422384877569","1","0","0","0","0",,"30/6/2026 17:39:44",,"30/6/2026 17:39:44","0","1"
"2071891814879457281","2071891814627799042","1","0","0","0","0",,"30/6/2026 17:41:17",,"30/6/2026 17:41:17","0","1"
"2071891865215299586","2071891864984612866","1","0","0","0","0",,"30/6/2026 17:41:29",,"30/6/2026 17:41:29","0","1"
"2071891915043631105","2071891914791972865","1","0","0","0","0",,"30/6/2026 17:41:41",,"30/6/2026 17:41:41","0","1"
"2071892084334129154","2071892084124413954","1","0","0","0","0",,"30/6/2026 17:42:21",,"30/6/2026 17:42:21","0","1"
"2071892115577499649","2071892115380367361","1","0","0","0","0",,"30/6/2026 17:42:29",,"30/6/2026 17:42:29","0","1"
"2071892273543376898","2071892273132335106","1","0","0","0","0",,"30/6/2026 17:43:07",,"30/6/2026 17:43:07","0","1"
"2071892301213200385","2071892300982513666","1","0","0","0","0",,"30/6/2026 17:43:13",,"30/6/2026 17:43:13","0","1"
"2071892881180585985","2071892878747889666","1","0","0","0","0",,"30/6/2026 17:45:31",,"30/6/2026 17:45:31","0","1"
"2071892991234928642","2071892990916161537","1","0","0","0","0",,"30/6/2026 17:45:58",,"30/6/2026 17:45:58","0","1"
"2071893295225499650","2071893294978035714","1","0","0","0","0",,"30/6/2026 17:47:10",,"30/6/2026 17:47:10","0","1"
"2071893327811047425","2071893327521640450","1","0","0","0","0",,"30/6/2026 17:47:18",,"30/6/2026 17:47:18","0","1"
"2071893456299356161","2071893455942840321","1","0","0","0","0",,"30/6/2026 17:47:49",,"30/6/2026 17:47:49","0","1"
"2071893537807265793","2071893537568190465","1","0","0","0","0",,"30/6/2026 17:48:08",,"30/6/2026 17:48:08","0","1"
"2071893550675390466","2071893550436315137","1","0","0","0","0",,"30/6/2026 17:48:11",,"30/6/2026 17:48:11","0","1"
"2071893667977490433","2071893667742609410","1","0","0","0","0",,"30/6/2026 17:48:39",,"30/6/2026 17:48:39","0","1"
"2071894159235346434","2071894159034019842","1","0","0","0","0",,"30/6/2026 17:50:36",,"30/6/2026 17:50:36","0","1"
"2071894231356403713","2071894231163465730","1","0","0","0","0",,"30/6/2026 17:50:53",,"30/6/2026 17:50:53","0","1"
"2071894375250391042","2071894375036481537","1","0","0","0","0",,"30/6/2026 17:51:28",,"30/6/2026 17:51:28","0","1"
"2071894587045965826","2071894586848833537","1","0","0","0","0",,"30/6/2026 17:52:18",,"30/6/2026 17:52:18","0","1"
"2071894711402885122","2071894711218335745","1","0","0","0","0",,"30/6/2026 17:52:48",,"30/6/2026 17:52:48","0","1"
"2071894924523859970","2071894924301561858","1","0","0","0","0",,"30/6/2026 17:53:39",,"30/6/2026 17:53:39","0","1"
"2071895098763636738","2071895098574893057","1","0","0","0","0",,"30/6/2026 17:54:20",,"30/6/2026 17:54:20","0","1"
"2071895109924679682","2071895109723353089","1","0","0","0","0",,"30/6/2026 17:54:23",,"30/6/2026 17:54:23","0","1"
"2071895137095380994","2071895136885665794","1","0","0","0","0",,"30/6/2026 17:54:29",,"30/6/2026 17:54:29","0","1"
"2071895340212940801","2071895340045168642","1","0","0","0","0",,"30/6/2026 17:55:18",,"30/6/2026 17:55:18","0","1"
"2071895420009574402","2071895419770499073","1","0","0","0","0",,"30/6/2026 17:55:37",,"30/6/2026 17:55:37","0","1"
